entity_id,entity_type,department,timestamp,source_ip,geo_location,country,resource_accessed,auth_method,session_duration,command_sequence,device_os,browser,mac_prefix,failed_attempts_10m,geo_distance_km,is_new_device,is_new_country,is_night_hour,unique_resource_count_24h,label
user_028,user,finance,2026-07-13T05:23:48Z,50.236.3.200,Chennai,India,ERP,password,41.49386209783009,"['login', 'read', 'logout']",MacOS,Safari,9c:41:62,1,0.0,0,0,1,3,normal
user_058,user,finance,2026-07-03T09:14:44Z,115.228.147.244,Mumbai,India,Reports,biometric,109.52766711917215,"['login', 'read', 'logout']",MacOS,Safari,be:9c:bc,1,0.0,0,0,0,3,normal
user_076,user,it,2026-07-03T11:44:03Z,53.84.236.191,Chennai,India,Server Console,biometric,45.043014121735816,"['login', 'read', 'logout']",Ubuntu,Chrome,b0:a4:35,1,0.0,0,0,0,2,normal
user_003,user,hr,2026-07-10T10:08:47Z,79.32.215.112,Bengaluru,India,HR Portal,biometric,88.39646326720374,"['login', 'read', 'logout']",Linux,Firefox,dc:55:d0,0,0.0,0,0,0,3,normal
user_048,user,engineering,2026-06-29T09:27:15Z,201.220.49.222,Pune,India,Jenkins,password,67.92244396266882,"['login', 'read', 'logout']",Windows,Chrome,f6:83:bc,0,0.0,0,0,0,1,normal
user_024,service_account,hr,2026-07-24T12:53:39Z,13.76.99.205,Bengaluru,India,Email,token,95.09578933051986,"['auth', 'fetch']",Ubuntu,Chrome,08:0e:3b,0,0.0,0,0,0,1,normal
user_013,user,sales,2026-07-12T07:28:04Z,196.8.2.199,Kolkata,India,Dashboard,biometric,25.841826671851404,"['login', 'read', 'logout']",Ubuntu,Chrome,e2:99:35,0,0.0,0,0,0,3,normal
user_058,user,finance,2026-07-07T14:17:36Z,115.228.147.244,Mumbai,India,ERP,biometric,86.86898301161216,"['login', 'read', 'logout']",MacOS,Safari,be:9c:bc,1,0.0,0,0,0,2,normal
user_081,user,finance,2026-07-05T11:15:59Z,90.28.132.254,Chennai,India,Reports,certificate,31.037229042752475,"['login', 'read', 'logout']",Linux,Firefox,a4:2f:73,1,0.0,0,0,0,3,normal
user_100,user,engineering,2026-07-13T13:04:21Z,165.163.27.76,Mumbai,India,Git,token,52.03186515488053,"['login', 'read', 'logout']",MacOS,Safari,e6:70:61,1,0.0,0,0,0,2,normal
user_068,user,sales,2026-07-14T08:20:48Z,82.195.110.208,Chennai,India,Dashboard,biometric,108.97267772196618,"['login', 'read', 'logout']",MacOS,Safari,68:7a:58,1,0.0,0,0,0,3,normal
user_083,user,engineering,2026-07-11T10:52:40Z,20.160.232.48,Mumbai,India,Repo,certificate,33.53803583091646,"['login', 'read', 'logout']",Linux,Firefox,c4:c4:61,1,0.0,0,0,0,2,normal
user_038,service_account,it,2026-07-14T10:46:32Z,49.99.199.198,Delhi,India,Admin Panel,certificate,65.54740984350806,"['auth', 'fetch']",Ubuntu,Chrome,3a:ab:a3,0,0.0,0,0,0,3,normal
user_047,user,sales,2026-07-04T07:53:36Z,112.83.121.255,Hyderabad,India,Email,token,74.0217345055914,"['login', 'read', 'logout']",Windows,Chrome,90:4e:7a,1,0.0,0,0,0,2,normal
user_090,user,it,2026-07-12T11:09:34Z,24.123.17.14,Kolkata,India,Server Console,token,102.16912533913421,"['login', 'read', 'logout']",Ubuntu,Chrome,f4:ad:cb,0,0.0,0,0,0,2,normal
user_012,user,sales,2026-07-01T09:19:13Z,79.162.91.25,Delhi,India,Dashboard,certificate,75.50848572185834,"['login', 'read', 'logout']",Ubuntu,Chrome,9c:bd:91,0,0.0,0,0,0,1,normal
user_085,user,hr,2026-07-06T11:22:33Z,159.86.68.113,Chennai,India,Email,password,52.27310950033896,"['login', 'read', 'logout']",Windows,Edge,8c:4c:e4,0,0.0,0,0,0,3,normal
user_054,user,finance,2026-07-24T08:06:21Z,206.59.62.187,Mumbai,India,Email,token,13.047845531147845,"['login', 'read', 'logout']",Ubuntu,Chrome,06:e6:7c,0,0.0,0,0,0,1,normal
user_038,service_account,it,2026-07-19T09:49:12Z,49.99.199.198,Delhi,India,Admin Panel,certificate,104.17683509374754,"['auth', 'fetch']",Ubuntu,Chrome,3a:ab:a3,1,0.0,0,0,0,2,normal
user_083,user,engineering,2026-07-10T10:32:51Z,20.160.232.48,Mumbai,India,Repo,certificate,43.876548289909145,"['login', 'read', 'logout']",Linux,Firefox,c4:c4:61,0,0.0,0,0,0,3,normal
user_065,user,hr,2026-07-22T14:34:59Z,67.110.84.192,Kolkata,India,Payroll,token,88.09816074934822,"['login', 'read', 'logout']",Ubuntu,Chrome,1e:4d:4c,0,0.0,0,0,0,2,normal
user_042,user,finance,2026-07-04T08:32:22Z,125.241.76.34,Mumbai,India,Payroll,token,102.2017753581087,"['login', 'read', 'logout']",Ubuntu,Chrome,d6:0e:c7,0,0.0,0,0,0,3,normal
user_023,user,hr,2026-07-21T07:37:57Z,153.128.119.116,Mumbai,India,Email,password,118.67764702342066,"['login', 'read', 'logout']",Windows,Chrome,a4:a8:8e,1,0.0,0,0,0,3,normal
user_021,edge_device,finance,2026-06-26T08:39:24Z,143.225.248.216,Chennai,India,Payroll,certificate,92.52018240555242,"['auth', 'fetch']",Linux,Firefox,da:88:51,0,0.0,0,0,0,1,normal
user_054,user,finance,2026-07-23T08:29:46Z,206.59.62.187,Mumbai,India,Email,token,28.352408421654058,"['login', 'read', 'logout']",Ubuntu,Chrome,06:e6:7c,0,0.0,0,0,0,1,normal
user_024,service_account,hr,2026-07-03T10:53:48Z,13.76.99.205,Bengaluru,India,HR Portal,token,26.6304310712738,"['auth', 'fetch']",Ubuntu,Chrome,08:0e:3b,0,0.0,0,0,0,1,normal
user_050,user,hr,2026-07-16T07:46:13Z,143.138.216.36,Hyderabad,India,HR Portal,password,28.719711933036045,"['login', 'read', 'logout']",Linux,Firefox,88:34:9a,0,0.0,0,0,0,1,normal
user_068,user,sales,2026-07-13T10:44:43Z,138.13.57.48,Chennai,India,CRM,biometric,90.59582320645222,"['login', 'read', 'logout']",MacOS,Safari,68:7a:58,0,0.0,0,0,0,2,normal
user_025,user,it,2026-07-10T07:18:00Z,91.207.228.131,Ahmedabad,India,Logs,biometric,55.709373699685564,"['login', 'read', 'logout']",Windows,Edge,e6:b0:a0,0,0.0,0,0,0,3,normal
user_002,user,it,2026-07-17T08:20:53Z,126.127.230.161,Mumbai,India,Server Console,token,92.56946256018355,"['login', 'read', 'logout']",Linux,Firefox,f8:26:e2,1,0.0,0,0,0,2,normal
user_044,user,hr,2026-07-11T10:57:36Z,213.208.185.100,Kolkata,India,HR Portal,token,23.622223051182882,"['login', 'read', 'logout']",Windows,Chrome,74:19:85,0,0.0,0,0,0,1,normal
user_042,user,finance,2026-06-26T09:50:09Z,125.241.76.34,Mumbai,India,Payroll,token,21.083409900806686,"['login', 'read', 'logout']",Ubuntu,Chrome,d6:0e:c7,1,0.0,0,0,0,1,normal
user_033,user,it,2026-07-01T11:27:19Z,168.37.73.189,Bengaluru,India,VPN,certificate,106.25333657022831,"['login', 'read', 'logout']",Linux,Firefox,66:e9:d4,0,0.0,0,0,0,1,normal
user_010,user,finance,2026-06-25T11:30:59Z,83.51.38.240,Delhi,India,ERP,token,33.60377805938232,"['login', 'read', 'logout']",MacOS,Safari,9e:ea:a1,1,0.0,0,0,0,2,normal
user_078,user,engineering,2026-07-02T03:49:42Z,89.222.1.14,Chennai,India,Production Server,token,114.3060061159356,"['login', 'read', 'logout']",Ubuntu,Chrome,84:00:ec,0,0.0,0,0,1,2,normal
user_099,service_account,engineering,2026-07-04T07:21:39Z,175.42.156.51,Kolkata,India,Production Server,password,100.36292669277302,"['auth', 'fetch']",MacOS,Safari,c6:8c:04,0,0.0,0,0,0,3,normal
user_087,user,sales,2026-07-16T10:21:27Z,221.37.17.210,Mumbai,India,Email,password,32.96369705017044,"['login', 'read', 'logout']",Windows,Chrome,fc:16:a2,0,0.0,0,0,0,3,normal
user_078,user,engineering,2026-07-07T06:06:54Z,89.222.1.14,Chennai,India,Jenkins,token,80.53261612621603,"['login', 'read', 'logout']",Ubuntu,Chrome,84:00:ec,0,0.0,0,0,0,1,normal
user_017,user,sales,2026-06-29T10:32:12Z,128.158.109.169,Delhi,India,Dashboard,certificate,39.918569186943735,"['login', 'read', 'logout']",MacOS,Safari,94:39:26,0,0.0,0,0,0,2,normal
user_043,service_account,hr,2026-07-17T13:19:37Z,20.21.134.224,Delhi,India,Payroll,token,116.3944486429484,"['auth', 'fetch']",Ubuntu,Chrome,22:0d:c9,0,0.0,0,0,0,3,normal
user_007,service_account,it,2026-06-26T08:47:44Z,213.9.176.92,Hyderabad,India,VPN,token,115.84469013497521,"['auth', 'fetch']",Linux,Firefox,ac:1d:29,1,0.0,0,0,0,1,normal
user_074,user,sales,2026-07-22T10:11:39Z,113.118.19.46,Ahmedabad,India,Dashboard,biometric,95.74684276516999,"['login', 'read', 'logout']",Windows,Chrome,78:75:0a,0,0.0,0,0,0,1,normal
user_031,user,engineering,2026-07-05T07:42:42Z,213.110.28.164,Bengaluru,India,Git,biometric,67.48446777060158,"['login', 'read', 'logout']",Windows,Chrome,ac:2b:91,1,0.0,0,0,0,3,normal
user_083,user,engineering,2026-07-20T14:12:17Z,20.160.232.48,Mumbai,India,Jenkins,certificate,11.670716369506076,"['login', 'read', 'logout']",Linux,Firefox,c4:c4:61,0,0.0,0,0,0,2,normal
user_049,user,it,2026-06-28T05:21:27Z,33.164.183.24,Bengaluru,India,Admin Panel,token,98.39415456639041,"['login', 'read', 'logout']",Ubuntu,Chrome,96:9f:c0,1,0.0,0,0,1,2,normal
user_068,user,sales,2026-07-20T09:38:45Z,82.195.110.208,Chennai,India,Email,biometric,87.82111253276719,"['login', 'read', 'logout']",MacOS,Safari,68:7a:58,0,0.0,0,0,0,2,normal
user_009,user,engineering,2026-06-26T08:05:17Z,148.63.103.79,Delhi,India,Repo,token,112.93881503603758,"['login', 'read', 'logout']",Ubuntu,Chrome,64:85:68,0,0.0,0,0,0,1,normal
user_097,user,finance,2026-07-15T13:12:11Z,155.39.224.174,Ahmedabad,India,ERP,biometric,89.27721960008465,"['login', 'read', 'logout']",Linux,Firefox,da:80:e9,0,0.0,0,0,0,2,normal
user_082,user,sales,2026-07-16T11:14:01Z,175.252.172.75,Chennai,India,Email,password,5.949486160526394,"['login', 'read', 'logout']",Ubuntu,Chrome,3e:95:8b,1,0.0,0,0,0,2,normal
user_044,user,hr,2026-07-05T11:18:27Z,213.208.185.100,Kolkata,India,HR Portal,token,26.26507412358893,"['login', 'read', 'logout']",Windows,Chrome,ce:70:a6,0,0.0,0,0,0,1,normal
user_038,service_account,it,2026-07-05T11:50:37Z,49.99.199.198,Delhi,India,VPN,certificate,79.10148785344694,"['auth', 'fetch']",Ubuntu,Chrome,3a:ab:a3,0,0.0,0,0,0,3,normal
user_020,user,it,2026-07-13T08:14:24Z,106.213.52.221,Mumbai,India,Server Console,biometric,84.90520075246204,"['login', 'read', 'logout']",Windows,Chrome,cc:d3:0c,1,0.0,0,0,0,1,normal
user_033,user,it,2026-07-21T12:04:20Z,168.37.73.189,Bengaluru,India,VPN,certificate,87.660007563781,"['login', 'read', 'logout']",Linux,Firefox,66:e9:d4,0,0.0,0,0,0,2,normal
user_059,service_account,it,2026-07-13T10:16:01Z,6.208.130.9,Ahmedabad,India,Server Console,certificate,23.14643528625246,"['auth', 'fetch']",Windows,Edge,1e:e8:8a,0,0.0,0,0,0,3,normal
user_038,service_account,it,2026-07-02T08:36:04Z,49.99.199.198,Delhi,India,Server Console,certificate,95.09421792103103,"['auth', 'fetch']",Ubuntu,Chrome,3a:ab:a3,0,0.0,0,0,0,2,normal
user_028,user,finance,2026-07-16T08:15:17Z,50.236.3.200,Chennai,India,ERP,password,18.28786738647326,"['login', 'read', 'logout']",MacOS,Safari,9c:41:62,0,0.0,0,0,0,3,normal
user_048,user,engineering,2026-07-15T12:34:02Z,201.220.49.222,Pune,India,Reports,password,22.216862975679852,"['login', 'read', 'logout']",Windows,Chrome,f6:83:bc,0,0.0,0,0,0,2,insider_drift
user_026,user,sales,2026-06-29T09:01:12Z,144.77.95.163,Ahmedabad,India,Dashboard,biometric,93.27905079892076,"['login', 'read', 'logout']",Windows,Chrome,6e:16:df,0,0.0,0,0,0,3,normal
user_055,user,hr,2026-07-03T04:30:56Z,26.102.132.28,Bengaluru,India,Email,biometric,95.16254978070134,"['login', 'read', 'logout']",MacOS,Safari,56:5d:f9,0,0.0,0,0,1,2,normal
user_028,user,finance,2026-07-19T06:35:57Z,50.236.3.200,Chennai,India,Email,password,67.05242236855668,"['login', 'read', 'logout']",MacOS,Safari,9c:41:62,0,0.0,0,0,0,2,normal
user_042,user,finance,2026-07-17T08:51:20Z,125.241.76.34,Mumbai,India,Reports,token,43.31195468025687,"['login', 'read', 'logout']",Ubuntu,Chrome,d6:0e:c7,1,0.0,0,0,0,2,normal
user_090,user,it,2026-07-16T07:10:27Z,24.123.17.14,Kolkata,India,Server Console,token,57.04236391180012,"['login', 'read', 'logout']",Ubuntu,Chrome,f4:ad:cb,0,0.0,0,0,0,2,normal
user_077,user,sales,2026-06-27T10:37:53Z,28.208.129.60,Hyderabad,India,CRM,token,86.74294872198432,"['login', 'read', 'logout']",Windows,Chrome,52:12:e8,0,0.0,0,0,0,3,normal
user_046,user,sales,2026-06-30T08:51:04Z,177.170.175.108,Hyderabad,India,Dashboard,certificate,23.277716577649464,"['login', 'read', 'logout']",Ubuntu,Chrome,f2:b3:72,1,0.0,0,0,0,1,normal
user_083,user,engineering,2026-06-29T10:06:40Z,20.160.232.48,Mumbai,India,Repo,certificate,43.1958325754941,"['login', 'read', 'logout']",Linux,Firefox,c4:c4:61,0,0.0,0,0,0,1,normal
user_006,service_account,sales,2026-07-17T07:26:23Z,112.239.140.45,Mumbai,India,CRM,certificate,50.25183074761071,"['auth', 'fetch']",MacOS,Safari,80:1f:a0,1,0.0,0,0,0,3,normal
user_005,user,engineering,2026-06-27T06:57:33Z,167.71.182.219,Mumbai,India,Production Server,certificate,54.457394290744254,"['login', 'read', 'logout']",Windows,Chrome,4a:92:d8,0,0.0,0,0,0,3,normal
user_024,service_account,hr,2026-07-18T11:48:54Z,13.76.99.205,Bengaluru,India,Email,token,40.704313622887554,"['auth', 'fetch']",Ubuntu,Chrome,08:0e:3b,0,0.0,0,0,0,1,normal
user_073,service_account,it,2026-07-18T10:15:51Z,125.249.165.116,Mumbai,India,VPN,certificate,8.715973940210013,"['auth', 'fetch']",Linux,Firefox,9a:e0:29,0,0.0,0,0,0,1,normal
user_057,service_account,hr,2026-06-29T08:36:25Z,2.246.23.122,Kolkata,India,Payroll,biometric,105.8206345599631,"['auth', 'fetch']",Windows,Edge,4a:f3:fb,1,0.0,0,0,0,1,normal
user_027,user,hr,2026-07-19T08:17:43Z,85.33.255.83,Bengaluru,India,Email,biometric,13.451401609219007,"['login', 'read', 'logout']",Windows,Edge,52:a0:3f,1,0.0,0,0,0,3,normal
user_043,service_account,hr,2026-07-14T10:01:29Z,20.21.134.224,Delhi,India,HR Portal,token,30.572959002342305,"['auth', 'fetch']",Ubuntu,Chrome,22:0d:c9,0,0.0,0,0,0,1,normal
user_045,service_account,sales,2026-07-05T08:51:52Z,56.67.154.153,Hyderabad,India,CRM,password,67.56312975494987,"['auth', 'fetch']",Ubuntu,Chrome,04:8e:d7,0,0.0,0,0,0,1,normal
user_023,user,hr,2026-06-28T09:29:35Z,153.128.119.116,Mumbai,India,Payroll,password,93.9075244089365,"['login', 'read', 'logout']",Windows,Chrome,a4:a8:8e,0,0.0,0,0,0,1,normal
user_035,edge_device,hr,2026-07-03T06:24:20Z,2.124.69.109,Pune,India,HR Portal,token,91.32466548123307,"['auth', 'fetch']",MacOS,Safari,9c:e9:44,1,0.0,0,0,0,1,normal
user_061,user,it,2026-07-05T08:07:58Z,185.14.83.73,Mumbai,India,Logs,token,99.70881151178898,"['login', 'read', 'logout']",Windows,Edge,2c:33:63,0,0.0,0,0,0,3,normal
user_100,user,engineering,2026-06-27T11:57:21Z,165.163.27.76,Mumbai,India,Git,token,40.15212901621559,"['login', 'read', 'logout']",MacOS,Safari,e6:70:61,0,0.0,0,0,0,2,normal
user_093,user,engineering,2026-07-02T10:30:48Z,35.151.117.24,Ahmedabad,India,Jenkins,token,81.53436280326824,"['login', 'read', 'logout']",Windows,Chrome,3e:96:b7,0,0.0,0,0,0,3,normal
user_067,user,sales,2026-06-28T11:44:54Z,155.113.242.177,Hyderabad,India,CRM,certificate,47.335242344952455,"['login', 'read', 'logout']",Windows,Edge,42:9c:1e,0,0.0,0,0,0,2,normal
user_099,service_account,engineering,2026-07-02T06:26:38Z,175.42.156.51,Kolkata,India,Jenkins,password,49.73835993059189,"['auth', 'fetch']",MacOS,Safari,c6:8c:04,0,0.0,0,0,0,2,normal
user_039,user,engineering,2026-06-26T10:50:36Z,41.199.143.184,Pune,India,Production Server,token,91.99376579872383,"['login', 'read', 'logout']",Windows,Chrome,1c:52:00,0,0.0,0,0,0,2,normal
user_036,user,finance,2026-07-13T08:21:06Z,166.211.238.29,Hyderabad,India,Reports,certificate,104.70968970663449,"['login', 'read', 'logout']",Windows,Chrome,c0:e4:51,0,0.0,0,0,0,3,normal
user_045,service_account,sales,2026-06-29T09:22:12Z,56.67.154.153,Hyderabad,India,Dashboard,password,35.974638137245734,"['auth', 'fetch']",Ubuntu,Chrome,04:8e:d7,0,0.0,0,0,0,1,normal
user_025,user,it,2026-07-06T08:16:18Z,91.207.228.131,Ahmedabad,India,Server Console,biometric,6.919006459062162,"['login', 'read', 'logout']",Windows,Edge,e6:b0:a0,0,0.0,0,0,0,3,normal
user_086,user,sales,2026-06-26T06:45:47Z,188.18.26.210,Ahmedabad,India,CRM,password,90.61747119905564,"['login', 'read', 'logout']",MacOS,Safari,3a:e9:a4,0,0.0,0,0,0,2,normal
user_034,edge_device,finance,2026-07-04T10:17:08Z,112.22.182.40,Hyderabad,India,ERP,certificate,50.10950760239105,"['auth', 'fetch']",Windows,Edge,0c:36:d9,1,0.0,0,0,0,1,normal
user_095,user,engineering,2026-07-09T08:36:08Z,212.148.107.158,Kolkata,India,Admin Panel,certificate,0.972698740275296,"['login', 'fail', 'fail', 'fail']",Ubuntu,Chrome,aa:76:ec,15,0.0,0,0,0,3,brute_force
user_078,user,engineering,2026-07-09T08:33:28Z,89.222.1.14,Chennai,India,Jenkins,token,83.52378836866718,"['login', 'read', 'logout']",Ubuntu,Chrome,84:00:ec,0,0.0,0,0,0,2,normal
user_016,edge_device,hr,2026-07-12T08:20:23Z,124.3.161.123,Mumbai,India,Production Server,certificate,27.46783437772707,"['login', 'open_admin', 'scan_hosts', 'open_server', 'open_logs']",Linux,Firefox,8c:aa:42,1,0.0,0,0,0,7,lateral_movement
user_087,user,sales,2026-06-27T09:27:24Z,221.37.17.210,Mumbai,India,Dashboard,password,9.733033719045158,"['login', 'read', 'logout']",Windows,Chrome,fc:16:a2,1,0.0,0,0,0,1,normal
user_007,service_account,it,2026-06-26T10:29:09Z,213.9.176.92,Hyderabad,India,VPN,token,53.51611083380084,"['auth', 'fetch']",Linux,Firefox,ac:1d:29,0,0.0,0,0,0,1,normal
user_049,user,it,2026-07-02T10:16:46Z,33.164.183.24,Bengaluru,India,Logs,token,111.10636853671744,"['login', 'read', 'logout']",Ubuntu,Chrome,96:9f:c0,0,0.0,0,0,0,2,normal
user_092,user,sales,2026-07-16T11:14:42Z,70.76.228.99,Ahmedabad,India,CRM,password,18.934646209586447,"['login', 'read', 'logout']",Linux,Firefox,0a:33:e3,0,0.0,0,0,0,1,normal
user_055,user,hr,2026-06-25T07:51:50Z,26.102.132.28,Bengaluru,India,HR Portal,biometric,111.75503050016856,"['login', 'read', 'logout']",MacOS,Safari,56:5d:f9,0,0.0,0,0,0,1,normal
user_076,user,it,2026-07-20T12:50:49Z,53.84.236.191,Chennai,India,Admin Panel,biometric,22.955241374663306,"['login', 'read', 'logout']",Ubuntu,Chrome,b0:a4:35,0,0.0,0,0,0,2,normal
user_067,user,sales,2026-07-05T11:52:40Z,155.113.242.177,Hyderabad,India,CRM,certificate,54.62668736404374,"['login', 'read', 'logout']",Windows,Edge,42:9c:1e,0,0.0,0,0,0,3,normal
user_046,user,sales,2026-07-20T06:35:12Z,177.170.175.108,Hyderabad,India,Email,certificate,21.33796026956694,"['login', 'read', 'logout']",Ubuntu,Chrome,f2:b3:72,0,0.0,0,0,0,3,normal
user_085,user,hr,2026-07-19T11:37:02Z,159.86.68.113,Chennai,India,Email,password,89.88420921899845,"['login', 'read', 'logout']",Windows,Edge,8c:4c:e4,0,0.0,0,0,0,3,normal
user_046,user,sales,2026-07-01T07:16:27Z,177.170.175.108,Hyderabad,India,Email,certificate,56.96797355783106,"['login', 'read', 'logout']",Ubuntu,Chrome,f2:b3:72,1,0.0,0,0,0,3,normal
user_091,user,hr,2026-07-06T08:29:32Z,63.58.136.17,Delhi,India,Payroll,password,110.35862892782308,"['login', 'read', 'logout']",Windows,Edge,be:12:23,1,0.0,0,0,0,3,normal
user_079,user,sales,2026-07-04T10:20:57Z,63.231.79.153,Ahmedabad,India,Email,biometric,34.533184913866506,"['login', 'read', 'logout']",Linux,Firefox,ec:e2:1a,0,0.0,0,0,0,2,normal
user_027,user,hr,2026-07-22T07:24:06Z,85.33.255.83,Bengaluru,India,Production Server,biometric,39.71947378188014,"['login', 'open_admin', 'scan_hosts', 'open_server', 'open_logs']",Windows,Edge,52:a0:3f,1,0.0,0,0,0,9,lateral_movement
user_093,user,engineering,2026-07-23T11:07:28Z,35.151.117.24,Ahmedabad,India,Git,token,90.21669207140133,"['login', 'read', 'logout']",Windows,Chrome,3e:96:b7,1,0.0,0,0,0,1,normal
user_100,user,engineering,2026-07-20T10:31:36Z,165.163.27.76,Mumbai,India,Jenkins,token,79.98046347880464,"['login', 'read', 'logout']",MacOS,Safari,e6:70:61,0,0.0,0,0,0,2,normal
user_067,user,sales,2026-06-29T09:43:59Z,155.113.242.177,Hyderabad,India,Email,certificate,90.73095501200042,"['login', 'read', 'logout']",Windows,Edge,42:9c:1e,1,0.0,0,0,0,3,normal
user_082,user,sales,2026-07-06T09:30:03Z,175.252.172.75,Chennai,India,Email,password,118.21004021874016,"['login', 'read', 'logout']",Ubuntu,Chrome,3e:95:8b,0,0.0,0,0,0,2,normal
user_082,user,sales,2026-07-16T10:20:09Z,175.252.172.75,Chennai,India,Email,password,61.1585693464908,"['login', 'read', 'logout']",Ubuntu,Chrome,3e:95:8b,0,0.0,0,0,0,2,normal
user_004,user,hr,2026-07-10T08:18:29Z,35.192.174.180,Delhi,India,Payroll,token,115.00835956377952,"['login', 'read', 'logout']",MacOS,Safari,ec:54:c2,0,0.0,0,0,0,3,normal
user_021,edge_device,finance,2026-07-09T10:25:25Z,143.225.248.216,Chennai,India,Reports,certificate,54.11407082153806,"['auth', 'fetch']",Linux,Firefox,da:88:51,1,0.0,0,0,0,4,low_and_slow_exfiltration
user_090,user,it,2026-07-08T06:03:57Z,24.123.17.14,Kolkata,India,VPN,token,70.37195132095547,"['login', 'read', 'logout']",Ubuntu,Chrome,f4:ad:cb,1,0.0,0,0,0,3,normal
user_072,user,engineering,2026-06-28T03:46:15Z,50.120.152.143,Kolkata,India,Jenkins,certificate,84.18207213925497,"['login', 'read', 'logout']",MacOS,Safari,f0:e0:3f,1,0.0,0,0,1,3,normal
user_075,user,sales,2026-07-08T07:31:08Z,15.19.95.34,Delhi,India,CRM,biometric,75.91233088338576,"['login', 'read', 'logout']",Linux,Firefox,78:8e:5c,0,0.0,0,0,0,1,normal
user_081,user,finance,2026-07-09T09:34:18Z,90.28.132.254,Chennai,India,ERP,certificate,58.09964929925878,"['login', 'read', 'logout']",Linux,Firefox,a4:2f:73,0,0.0,0,0,0,3,normal
